Institution,Pays,Ville,Description,Programme,Niveau,Duree,Cout,Cout Note,Langue,Filiere
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Technologies de l'Information et de la Communication,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Droit des Affaires,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Droit & Sciences Politiques
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Médias, Communication et Journalisme",Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,"Design, Médias & Communication"
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Relations Internationales et Sciences Politiques,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Droit & Sciences Politiques
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Droit des Affaires en Alternance,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Droit & Sciences Politiques
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Droit du Contentieux Public et Administratif,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Droit & Sciences Politiques
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Relations Internationales, Géopolitiques et Diplomatie",Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Droit & Sciences Politiques
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Kinésithérapie,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Orthophonie,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Psychomotricité,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Psychologie,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Biotechnologie et Santé,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Sciences Infirmières,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Infirmier Polyvalent,Spécialité,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Anesthésie et Réanimation,Spécialité,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Soins d'Urgences et Soins Intensifs,Spécialité,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Psychologie Clinique et Psychopathologie,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Sciences de la Santé,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Santé & Sciences de la Vie
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",EPP — Tronc commun,1re année,Non précisée,57 900 DH/an,"Total annuel étudiant étranger : inscription 3 700 DH, scolarité 50 700 DH et documentation/livres 2 300 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Ingénierie & Sciences
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",EPP — Tronc commun,2e année,Non précisée,57 900 DH/an,"Total annuel étudiant étranger : inscription 3 700 DH, scolarité 50 700 DH et documentation/livres 2 300 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Ingénierie & Sciences
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",EPP — Ingénierie,3e année,Non précisée,58 800 DH/an,"Total annuel étudiant étranger : inscription 3 700 DH, scolarité 51 600 DH et documentation/livres 2 300 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Ingénierie & Sciences
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",EPP — Ingénierie,4e année,Non précisée,59 700 DH/an,"Total annuel étudiant étranger : inscription 3 700 DH, scolarité 52 500 DH et documentation/livres 2 300 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Ingénierie & Sciences
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",ISIAM — Management,1re année,Non précisée,49 900 DH/an,"Total annuel étudiant étranger : inscription 3 500 DH, scolarité 43 500 DH et documentation/livres 1 700 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Commerce & Management
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",ISIAM — Management,2e année,Non précisée,49 900 DH/an,"Total annuel étudiant étranger : inscription 3 500 DH, scolarité 43 500 DH et documentation/livres 1 700 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Commerce & Management
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",ISIAM — Management,3e année,Non précisée,51 400 DH/an,"Total annuel étudiant étranger : inscription 3 500 DH, scolarité 45 000 DH et documentation/livres 1 700 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Commerce & Management
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",ISIAM — Management,4e année,Non précisée,51 400 DH/an,"Total annuel étudiant étranger : inscription 3 500 DH, scolarité 45 000 DH et documentation/livres 1 700 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Commerce & Management
Universiapolis — Université Internationale d'Agadir,Maroc,Agadir,"Université internationale privée à Agadir regroupant ingénierie, management, droit, tourisme et santé, avec une grille de frais détaillée pour étudiants payant en devise.",SUP'H COM — Droit privé,2e année,Non précisée,46 200 DH/an,"Total annuel étudiant étranger : inscription 3 500 DH, scolarité 40 500 DH et documentation/livres 1 000 DH. Inclut une assurance obligatoire de 1 200 DH ; paiement possible en trois versements, avec remise en cas de règlement unique.",Non précisée,Droit & Sciences Politiques
